url,status,ok,ms,x_do_failure_code,x_do_failure_msg,x_do_orig_status,error
"http://127.0.0.1:3000/blog","200","true","1240","","","",""
"http://127.0.0.1:3000/lessons","200","true","1210","","","",""
"http://127.0.0.1:3000/","200","true","1818","","","",""
"http://127.0.0.1:3000/question-bank","200","true","1416","","","",""
"http://127.0.0.1:3000/flashcards","200","true","1446","","","",""
"http://127.0.0.1:3000/sitemap.xml","200","true","228","","","",""
"http://127.0.0.1:3000/lessons","200","true","1260","","","",""
"http://127.0.0.1:3000/blog","200","true","1264","","","",""
"http://127.0.0.1:3000/question-bank","200","true","1256","","","",""
"http://127.0.0.1:3000/","200","true","2029","","","",""
"http://127.0.0.1:3000/flashcards","200","true","1372","","","",""
"http://127.0.0.1:3000/lessons","200","true","956","","","",""
"http://127.0.0.1:3000/blog","200","true","1125","","","",""
"http://127.0.0.1:3000/question-bank","200","true","748","","","",""
"http://127.0.0.1:3000/","200","true","1192","","","",""
